name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Emily Pets Pet Dog Hawaiian Costume, Includes Puppy Dog's Cool T-Shirts Summer Clothes, Funny Cute Dogs Retro Fashion for ...",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51VcWU1t+1L._AC_UL320_.jpg,https://www.amazon.in/Hawaiian-Costume-T-Shirts-Clothes-Fashion/dp/B09H36GKBR/ref=sr_1_6391?qid=1679214877&s=pet-supplies&sr=1-6391,3.3,295,₹349,₹425
Lana Paws Mumma's Girl Dog Bandana/Dog Scarf/Dog Gifts (Size M-L),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71LZBEK230L._AC_UL320_.jpg,https://www.amazon.in/Paws-Mummas-Bandana-Adjustable-Strap/dp/B07N7JL4BC/ref=sr_1_6392?qid=1679214877&s=pet-supplies&sr=1-6392,4.1,48,₹399,₹450
"Avika Bhatiacane Cane Bamboo Wood PET Bed for Big dogs and Cats with Foam (L: 48, W : 24, H: 14 INCH)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/81zh7mhZNDL._AC_UL320_.jpg,https://www.amazon.in/Avika-Bhatiacane-Cane-Bamboo-Wood/dp/B0BGF8S8FN/ref=sr_1_6393?qid=1679214877&s=pet-supplies&sr=1-6393,1.0,1,"₹4,000","₹8,000"
Scooby Cheww - Natural Buffalo Neck Tendon Paddywack Thick Jerky Dog Treats Long Lasting Chew Stick for All Sized Dogs (Sm...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71IXgG5aMPL._AC_UL320_.jpg,https://www.amazon.in/Scooby-Cheww-Buffalo-Paddywack-Tendons/dp/B09M7CB2ZB/ref=sr_1_6394?qid=1679214877&s=pet-supplies&sr=1-6394,3.5,37,₹269,₹499
Emily Pets Dog Bowl with Stand Paw Print Single Dining Round Dog Bowl Feeder with Plastic Stand Lagre Pet Feeder with Stai...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51pe8V3T9vL._AC_UL320_.jpg,https://www.amazon.in/Stainless-Ergonomic-Slanted-Non-Slip-Kitten/dp/B09FY2T4WH/ref=sr_1_6395?qid=1679214877&s=pet-supplies&sr=1-6395,1.0,1,₹499,₹599
"The Pets Company Dog Rope Toys for Puppy Teething & Training ( Tug Ball + Ball Toy) , Dog Toy Combo of 2 for Small Dogs & ...",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/7139f-Kxj8L._AC_UL320_.jpg,https://www.amazon.in/Pets-Company-Teething-Training-Puppies/dp/B0BQGN7KHJ/ref=sr_1_6396?qid=1679214877&s=pet-supplies&sr=1-6396,,,,₹189
Tails Nation Multistar Chew Tablets Nutritious & Delicious Supplement with 10 Minerals & 8 Vitamins for Dogs & Cats - Pack...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51iWJ2giUYL._AC_UL320_.jpg,https://www.amazon.in/Tails-Nation-Multistar-Nutritious-Supplement/dp/B0B6RWH34H/ref=sr_1_6397?qid=1679214877&s=pet-supplies&sr=1-6397,,,₹749,₹800
"Western Era Hanging Water Bottle, Dispenser Feeder, No Drip, Leak Proof, Fit for Hamster, Guinea Pig, Rabbit, Dog (Yellow)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/21scLpxAepS._AC_UL320_.jpg,https://www.amazon.in/Western-Era-Hanging-Dispenser-Hamster/dp/B081TB4HXS/ref=sr_1_6398?qid=1679214877&s=pet-supplies&sr=1-6398,4.0,18,₹299,₹349
"Superbone Chicken Stick Dog Treat | 9 in 1 (Salmon Oil, Pack of 4) Sold by Naughty Dog",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51kMQCFeeLL._AC_UL320_.jpg,https://www.amazon.in/Superbone-Chicken-Stick-Salmon-Naughty/dp/B0BWBMJDTN/ref=sr_1_6399?qid=1679214877&s=pet-supplies&sr=1-6399,,,"₹1,220","₹1,300"
For The Fur Kids Trixie Emoticon Dog Toy (with Squeaker),pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71vcp7pY8FL._AC_UL320_.jpg,https://www.amazon.in/Fur-Kids-Trixie-Emoticon-Dog/dp/B0BNTH4XY8/ref=sr_1_6400?qid=1679214877&s=pet-supplies&sr=1-6400,5.0,1,₹499,₹545
Gojira /Pets/Dogs/Cats Chew Durable Rope Knot Ball Toy/Teeth Cleaning/Playing Toy for Kittens/Cats/Puppy and Dogs (Color M...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51DXaPf4GBL._AC_UL320_.jpg,https://www.amazon.in/Gojira-Durable-Cleaning-Playing-Kittens/dp/B099K76ZQ1/ref=sr_1_6401?qid=1679214877&s=pet-supplies&sr=1-6401,4.1,30,₹89,₹381
"Royal Canin Medium Puppy Dog Food, Gravy, Chicken Flavor, 14 (Pack of 10)",pet supplies,Dog supplies,https://m.media-amazon.com/images/I/71BSHMtHY+L._AC_UL320_.jpg,https://www.amazon.in/RoyalCaninMediumPuppyDogFood-Gravy-14-Packof10-with/dp/B07NGQT5XV/ref=sr_1_6402?qid=1679214877&s=pet-supplies&sr=1-6402,4.3,189,"₹1,350","₹1,450"
